,text,class
1323,"@eltivipata @elenalvabon Todos somos asesinos por nuestra codición de humanos ya que total depende de nuestras acciones 
","N
"
1324,"Y yo, pero de soniditos, somos de mundos musicales distintos bb  @Slammactivao
","N
"
1325,"me da mucha penita  pq encima creo que esta mala con la enfermedad esta que tienen muchos perros de la cadera, esta cojita 
","N
"
1326,"Ha vuelto @Victorerubio con energías renovadas. Los lunes por la noche el Doctor Amor y su consulta te esperan en su #periscope 
","P
"
1327,"@cenizaplay Va perfecto entonces, ¡muchas gracias! 
","P
"
1328,"@sergiomoreno16 es un error en el etiquetado, esa zapatilla está rebajada a 47'99 € por lo que SÍ puedes aprovechar la oportunidad! 
","N
"
1329,"@sylverdavile esta tarde a las 20:30, no obstante, tenemos programa especial retransmitiendo el #LaPS4Meeting @ManuGmn y yo 
","P
"
1330,"Este es el pla la clase de estadística acaba a las 20:20, la conferencia de Sony es a las 21:00. Hoy seré veloz en llegar a casa 
","NONE
"
1331,"@Ruyman pocas personas mejor que tú se me ocurren para ello. Te haré de ""documentalista"", con permiso... 
","N
"
1332,"@nispas @fernandoprats ¡Hola, Irene! Para que la participación sea válida tiene que ser a través de Instagram 
","N
"
1333,"@SuperInformes Muchas gracias por seguirme. Que tengas un gran día! 
","P
"
1334,"@dorothyfmore Puedes ponerte en contacto directamente para asesorarte mejor TE 968294122 MO 653874300 . Un saludo 
","P
"
1335,"Tenemos activo el último sorteo de entradas dobles para ver #Mascotas. Si quieres participar, sigue el link  👉 https://t.co/GbsqRSE2yx
","N
"
1336,"También queremos felicitar en su día a un gran periodista y mejor amigo... ¡¡Disfruta de tu día @jmtallada!!  
","P
"
1337,"@NVIDIA_ES graba los ultimos minutos del monitor que no es y pierdo mis jugadas destacadas 
","NONE
"
1338,"@manuelgross gracias Manuel por este arte de recoger mi texto en tu revista  Un abrazo grande!
","P
"
1339,"@chvmino De pequeño escribía con la zurda hasta que una profesora me obligó a hacerlo con la diestra 
","N
"
1340,"Ayúdanos a conocerte mejor para seguir mejorando  ✍️  ¿Cómo conociste #Microteatro?
","P
"
1341,"@partidazocope @Tebasjavier @LaLiga  ""Cosa Nostra"" en estado puro... Ni Don Vito llegó tan lejos... 
","N
"
1342,"Tengo ganas ya de días de lluvia para poder tirarme una tarde de domingo entera con mi gordi en el sofá 
","P
"
1343,"@antoalix hombreee, poco a poco, los 5 primeros minutos que montes en bici te sabrán a gloria  así que ánimo que todo llega
","P
"
1344,"@alvaroliver Desgraciadamente el modelo bueno nos coloca ese aire frío en medio del atlántico 
","P
"
1345,"@Miu_Supertramp Entonces eres persona y sufres este calor   Intenta dormir más fresquita o más horas, si puedes 
","N
"
1346,"@AlonsoQunta @40Andaya @djdanimoreno @cristinabosca pues si jejje muchísimas gracias 
","P
"
1347,"@dorothyfmore @objetivosermu Lo primero agradecer tu interes, realizamos todo tipo de acupuntura. Nuestra clinica esta en Murcia 
","N
"
1348,"Me siento rara y muy incómoda porque he tenido que usar sujetador porque esta camiseta transparenta  odio la vida
","N
"
1349,"@ChronoIith ya lo hemos dicho mil veces pero como venga a España vamos   lloraría fuerte
","NEU
"
1350,"@sugarcoffeereid bueno, si vuelves podemos hacer fotos yo también llevo todo el verano sin fotos decentes jajjaja 
","N
"
1351,"@PacoPeCu la natación es en el centro deportivo de Torreblanca, y el tenis en la Federación Andaluza de Tenis. Un saludo 
","NONE
"
1352,"Eres más bonitaaaaaaaa  En nada volverán nuestras charlas por whatsapp @panteraojitos
","N
"
1353,"@Cheno_Racing Si, lástima que el bicho grandote sirva para sembrar destrucción y muerte 
","N
"
1354,"Ayer en Moreras escuché a un desconocido preguntarle a su amigo si yo era una chica o un chico 
","N
"
1355,"@DLoyik pues ya no le quiero tanto, como dices en tu último vídeo es que no ha sido nada épico ni emotivo, esta vez me ha decepcionado 
","N
"
1356,"Yo solo digo que me he duchado lavandome el pelo vestido y maquillado en diez minutos 
","NEU
"
1357,"@carlosdiazbruno qué bonitas palabras!! gracias!! me las quedo para cuando haga frío  y te recuerdo que tú también lo eres! un abrazo 
","P
"
1358,"@utopic_us En una hora me paso por vuestro espacio para grabar vídeos para mi canal de YouTube 
","N
"
1359,"@Cocacola_Maria bueno aqui tienes mar a menos de 5 min de donde estoy y  un zinemaldi creo q la semana proxima 
","N
"
1360,"@VianaLoves Muchas gracias bonica!  Espero que hayas vendido muchas cosas guays en tu cuquipuesto!
","P
"
1361,"@ibackforcamila que me quiero poner las pulseras en la mano izquierda para que no me molesten al escribir pero 
","P
"
1362,"La cantidad de gente que me ha dicho que se alegran que por fin esté haciendo lo que realmente me gusta.. Es tan gratificante! 
","N
"
1363,"sobre la bocina, pero @Correos  me acaba de entregar el paquete de Amazon que faltaba, así que guay. Lo daba por perdido hasta mañana 
","N
"
1364,"#SumateAlSi  Que así sean los futuros ataques en Colombia...  https://t.co/7uiona72kc
","N
"
1365,"@valenciacf El Valencia siempre a dado excelentes jugadores tanto a la Selección como a otras selecciones. 
","N
"
1366,"@RoltasVGC he dicho acabadas  Better Call Saul saca en 2017 otra temporada 
","NEU
"
1367,"@JuananBrundle era más cantoso en returns la carga religiosa 
","N
"
1368,"Haifisch es triste porque en el vídeo Till  está muerto 
","N
"
1369,"@Yo_Soy_Asin @JaimeTheLionCFC @pazcachero Reportado está el muy bastardo. Lo poco que se puede hacer x aquí 
","N
"
1370,"que sí , que volvemos a la rutina , que se acabo lo bueno que ya lo sabemos todos , no hace falta que pongáis 100 snaps 
","N
"
1371,"Empiezo a editar ya mi próximo proyecto audiovisual! Algunas clave Apnea, L'Ametlla de Mar, agosoto, vacaciones... 
","N
"
1372,"Al final tanto hype para nada, se anula todo posible anuncio y de nada   Ale!
","N
"
1373,"¿Qué hay de ti? ¿Estás realmente bien? Supongo que nuestra ruptura está marcada Debería olvidarte, pero no es fácil. 
","N
"
1374,"@AlbaMCheshire no te preocupes te seguimos queriendo igual 
","N
"
1375,"@protestona1 @Rardila81 gracias por el cumplido my friend 
","P
"
1376,"@FestivalGigante es que Shinova son muy grandes, lo único que les falta es que más festivales apuesten por ellos para llegar a más gente 
","N
"
1377,"Cada vez que como termino yendo al baño a hacer deposiciones líquidas.  Ahora me va a dar miedo comer para siempre 
","N
"
1378,"@ailekrts me parece mucho más romántico este tiempo. Y hace menos calor también, y es mi cumple en nada, y todo mucho mejor... 
","N
"
1379,"@120futbol La sensación térmica va de la mano de la humedad, a más humedad peor y más bochorno, la cosa estaba seca en ese momento! 
","N
"
1380,"@diporte @orgullobokeron1 @raulcrespodiaz yo soy de Juego de Tronos y anti Stars Wars Ese el Raul otro.friki como tú 
","N
"
1381,"@TacoWrestling @BenitoVGC bueh mejor que steelix  ademas siempre la puedes vender
","P
"
1382,"@magaa_carlos Bajo ese viernes a Madrid pero no creo que me vaya a dar tiempo a llegar  Haré todo lo posible.
","N
"
1383,"@MyAnielo @Rito__Games @MissRoo_ @PnxLpituLoL no seas aguafiesta anielo!!!! que algun dia puede jugar  y los demas a estudiar 
","NONE
"
1384,"Demofobia Miedo a las multitudes o agorafobia miedo a los lugares abiertos   si voy algun dia voy a la comic con lo pasare mal 
","NONE
"
1385,"no sabía que ya habían dado Pétalos en el viento en la tele  ahora voy a tener que ver la tercera del tirón tf
","N
"
1386,"@PonceCarlos1 @lagaita @Telemundo @TelemundoMujer que trabajo tan sufrido se pasa mál verdad jajaja  eso es bueno muchos mimos
","N
"
1387,"al final me ha dejado llorando y pues bien  yo que estaba hoy pensando saltos de los feliz que estaba. Al pelo todo
","N
"
1388,"Acabo de hacerme la primera cena en el piso nuevo, creo que queda inaugurado 
","N
"
1389,"Y Fela me cae mejor que Denna, es que Denna es muy living la vida loka y pobre Kvothe 
","N
"
1390,"Cuando me he arrancado todos los pellejos del labio y cenar ensalada ha sido un sufrimiento , puta sal y puto vinagre 
","N
"
1391,"@GolSurBetis_  Ni en tus mejores sueños, te hubieras, imaginado, una encuesta con tantos votos eh.? jajajj cuando se moviliza @RealOviedo 
","P
"
1392,"Acordarte de que ""High School Musical 2"" se estrenó hace 10 años y darme cuenta de que me estoy haciendo mayor 
","P
"
1393,"@ciajtorreviejaDeseo Me habría encantado participar o q alguien hubiera contactado conmigo, pero seguro q para próximas galas  Un abrazo
","NEU
"
1394,"Despues de  buscar curro hasta debajo de las piedras hoy, por fin, he firmado un contrato indefinido con buenas condiciones 
","P
"
1395,"@DikanaMai Antes me lío con Garrus siendo un tío en Mass Effect 1  No es mal partido, tiene un buen puesto, es divertido, además guapo 
","P
"
1396,"@nachoortiz @faserranoacosta ¡¡no se os escucha!! está más fuerte el audio original del Meeting en inglés 
","P
"
1397,"Estoy feliz porque Shawn viene a España pero estoy muy triste porque vivo taaan lejos de Madrid. En la vida me dejan ir 
","N
"
1398,"@MohaHatHat teyamasto?   lo pillas? es malísimo estoy pensando en no tuitear esto no me bloquees porfi  voy a darle a enviar perdón ..
","P
"
1399,"""Ay pues yo le di unf a Machi porque hablaba más de Tokio Hotel que de ytbers""  Me alegro de tener un seguidor sin cerebro menos 
","P
"
1400,"@carlosredondo jaja! Esto es tweet baiting ?  Hace tiempo que un follow no vale na... Venga, hecho 
","NEU
"
1401,"Vídeo terminado. He estado unas cuantas horas pero ha merecido la pena. Creo que el resultado es positivo 
","N
"
1402,"@Javichu_ElMejor @Lyra_Gamer estamos iniciando combate, en cuanto estés disponible avisa y te apuntamos para la siguiente ronda 
","N
"
1403,"@ElioAldimenda mago arcano  de vez en cuando te va susurrando frases (con voz y todo), da mal rollo al principio pero es gracioso 
","P
"
1404,"@G_Arru @pedroampudia con lo bien que lo pasarías en el PS, que es un sitio fino y de gente bien 
","N
"
1405,"gritaba muchísimo, mordió a mi hermana y lo tenían que agarrar pfff de verdad lo he pasado fatal mi bebé 
","N
"
1406,"siempre he sido honesta, clara, sin pelos en la lengua, nonpuedo estar más orgullosa de lo que soy y de la persona en la que me convertí 
","NEU
"
1407,"@roxconalgo @byemaletin si jamia si, no te acuerdas? Y a esa canaria horrorosa  jajajaaa la del italiano
","NEU
"
1408,"Buenaaas nocheees familiaaaa!!! A DARLOOO TODOOO!! Me alegrais mi última noche de vacaciones  A POR ELLOOO!!!! #radiotubers4
","N
"
1409,"@luismdina @Alvaro_Diaz_M ,yo estoy esperando q  digan q todo es una  falsa,q nuestro gh vuelve con mercedes mila 
","N
"
1410,"@JurgenKlaric Si le dais un repaso a los textos de la landing, mejor  Y las pestañas de arriba, también  https://t.co/FyRFEXetax
","P
"
1411,"@arefdz218 Te tengo que recordar quien menciono a quien primero? Igual por tener sangre ferrolana eres mas lentita 
","N
"
1412,"Verás... varios concursantes tienen entendido q hay 1 presentador diferente. Y al final de tod ¿Quién es el real? ¡Mercedes!  #Gala1GH17
","N
"
1413,"RESUMEN DE LA #Gala1GH17: COÑAZO.  Por ahora a la que más opciones veo de ser una posible ganador  CLARA 
","NONE
"
1414,"@luigiaguilar @Ainhat @Rita_Maestre @Pablo_Iglesias_ @ierrejon @MonederoJC Triste q nada cambie para las mujeres en política en 30 años 
","N
"
1415,"¿Mañana stream?  !  Espero que mi internet no se vuelva loco como antes, aunque estos dias funciona bien!
","NEU
"
1416,"@MCintersports @pablojoselima @MCpadelmaster... ¡¡Nos sumamos a la felicitacion!! Enhorabuena a los orgullosos papis 
","P
"
1417,"@AidenMockingjay sad  , siempre puedes verme en stream jugándolo , eso no gasta dinero 😂
","P
"
1418,"@_MoonSick Pobre   Pues aquí me va, atendiendo llamadas en la portería del colegio cual recepcionista telefónico 
","N
"
1419,"Ya nos contarás que te ha parecido @jaione78 . Lo puedes encontrar en Marino Alimentación. Hoy es el último día de esta oferta 
","P
"
1420,"@rafabravo Breves minutos de personalidades y logística. Estamos buscando un ponente estrella. Los ministros en funciones no sirven 
","NONE
"
1421,"#Lookdeldía  en unas vías de tren abandonadas en la Ruta 66  VER  - https://t.co/AXTmrAidSC @martinaKonline https://t.co/v0Uypb6YnH
","P
"
1422,"@elhombreconfuso hola, bello. Estoy en Coruña hasta esta noche, y un poco perdida en general. Dime que vienes a Barcelona, anda. 
","NONE
"
1423,"Buenos dias, da gusto despertarse con el bonito sonido del taladro de los vecinos 
","P
"
1424,"¿Un poquito de DB película 4 en catalán? Nueva lista en nuestro canal de YouTube   https://t.co/zl8LShqqci
","P
"
1425,"Quiero seguir de vacaciones. En serio. Se me caen los años encima teniendo dos días de vacaciones reales al año 
","N
"
1426,"@revistaEESS   burgers, correos, paqueteria, jugeterias..... las actividades a desarrollar en las EESS no tienen fin!!!! 
","N
"
1427,"@RegionPS aunque en la normal tamb se verá bien  eso espero que le tengo muchas ganas a este juego *^*
","P
"
1428,"Este año he descubierto una #Extremadura diferente, donde tus miedos se convierten en sueños y donde los muros se convierten en metas 
","N
"
1429,"Llevo dos claras de huevo batidas en mis raíces para que me crezca el pelo, como no funcione me voy de la vida 
","N
"
1430,"Una de las propuesta de nuevo curso es ponernos al día con la presencia en internet. #CEMORS te convierte en #experto 
","P
"
1431,"Tendría mi teclado y ratón mañana pero como tengo muy mala suerte el pedido no se puede realizar 
","N
"
1432,"7 dias... en 7 días no solo es mi cumpleaños, en 7 días hace un año que se murió mi Gizmito  que buén rergalo...
","P
"
1433,"@platosentre2 Nos alegra vuestra visita y por cierto... muy buena elección en el plato  Gracias 
","P
"
1434,"@KuaaHT1 @KirooSz no importa con esa linea como sino juegas nada, seguirás siendo buenisimo ( con cariño jeje  )
","N
"
1435,"@AnnabelVB @mamistarsblog @Ediciones_B Nos encantará saber tus  impresiones sobre el libro. Seguro que Nora estará encantada también. 
","NONE
"
1436,"A veces me dan ganas de pegar a Fanny cuando me habla para contarme salseos y SE VA es muy mala persona 
","P
"
1437,"@AlazdeMariposa gracias por tu ""Me Gusta"" guapa!! Eres una gran actriz y me encantas desde la serie El Grupo, q estuviste genial 
","P
"
1438,"@Rusajoropera querida, veo tu tuit ahora!!! No nos vimos, pero fluimos en un mismo sentir 
","N
"
1439,"@danigarofano Las clases eran auténticas saunas hoy, Daniel... Inhumano para docentes y alumnado 
","N
"
1440,"@zapeandola6 Muy bueno el vídeo, es un gran homenaje al aquel programa de TVE, Aplauso. Y eso es lo que merecéis, un aplauso  #Zapeando700
","P
"
1441,"Shits happens! En el concilio de Nicea se debe haber fumado de todo o no me lo explico  https://t.co/4gWOz4aY9p https://t.co/wezgfXlQh8
","N
"
1442,"Voy a ir a la Muralla de Lugo a celebrar el #DiadeAsturias Tengo sidra fría! Si alguien quiere un culín ya sabe  #PuxaAsturies
","NEU
"
1443,"@wallapop Comprendo. ¡Mil gracias! Es solo porque me pareció ver un precio y, al recoger el producto, el precio era otro. ¡Alzheimer! 
","P
"
1444,"@_deicid3r moriré tirándote besos con más de 90 años y viviendo feliz mi vida. Ah, no, que los primates duráis menos 
","P
"
1445,"A mis bellas followers decirles que están invitada la que quiera a mi piso mañana que estoy solo y me aburro  
","N
"
1446,"Atm veo los 7 primeros teams un poco lejos de los 3 últimos. A ver que pasa si mejoran y/o cambian sus estrategias etc idk 
","N
"
1447,"@Ainhat gracias, compa. Es algo que no he olvidado jamás. Es calidad humana.  Besos y mucho ánimo!
","NONE
"
1448,"@ErickGuize si claro. Lo que voy a hacer ahora para que me entiendas, te lo voy a escribir en francés  vas a aprender tambien mi idioma 
","NEU
"
1449,"Gracias @yagohermidagh12 por el RT y FAV recibidos. Sin duda eres un profesional de quien siempre he obtenido reconocimiento y respeto 
","P
"
1450,"@offerrall @Snoodyboo @DinamicClub qué mazo utilizáis? No me dejéis con la miel en los labios 
","N
"
1451,"@TORTOSICRACK el mismo de que sale el juego ppppppero la campa;a 30 dias antes de que salga osea el 5 de Octubre 
","N
"
1452,"Suena horrible pero lo peye de vivir en otro país es que las uñas bajan 38 estratos y arreglárselas acá cuesta 40€ #manosypiesdegamin 
","P
"
1453,"@ITFPOWERKING esta claro que has vuelto fuerte pero sabes k hasta que no hagas un pick a favor de nuestra musa Kalinskaya no seras tu 
","NEU
"
1454,"@Mitoh96 @overgame_org vaya tela tu... relajate un par de dias y piensa con calma en vez de en caliente y gl tio 
","N
"
1455,"@MdeManue De verdad q estoy segura d q siendo una persona tan conocida si ha utilizado esos terminos es porque piensa q son los correctos 
","N
"
1456,"@Kerrie77 lo intentaré aunque las lecturas sobre la revolución cultural exigen una lectura muy crítica, ya debatiremos sobre el tema 
","NEU
"
1457,"@SolaBarranco lo siento, Raquel, no conozco profes de español que estén dando clases online 
","N
"
1458,"Este verano ha sido, cuanto menos, movidito 😂 ha servido para aprender, crecer, y disfrutar de el también,  claro 
","P
"
1459,"@purobuhogh Argi es mucha Argi  pasa como digo siempre, demasiado buena para ganar.
","N
"
1460,"Contagiando la locura. Te voy a echar de menos  #Puritos #Puros #Locura #damospena… https://t.co/qPswc9yjoT
","P
"
1461,"@SuperexGD No te estoy acusando...  Pero estaba viendo esto... Y no se, me parecía raro.  REPITO, NO ACUSO.  https://t.co/F49FpDAEUQ
","N
"
1462,"@_TuToO_ me puedes abrir el MD por favor? Es que me debes 8K de PS4 de tu anterior directo, gracias! 
","P
"
1463,"@Instatuber ""surgen""  está el que se relaja con un plajo y el que nunca va a la caja pero farda de que saca un buen trabajo
","P
"
1464,"Como dijo @rubensanchezTW, ""hay que ignorar a los trolls"", después de años usé de nuevo el block, el más pesado y bobo que conocí 
","P
"
1465,"Amaia Montero en el estudio de grabación en Londres preparando una sorpresa muy especial. ¿Qué será? 
","P
"
1466,"@music__style ah jaja pensé que era por eso. Claro yo no digo que seais vosotras jaja pero es así 
","P
"
1467,"@insertcoinstore Tidus. Por supuesto. Me descojonaría con él. O Zack, para impedirle ir a Nibelheim con Cloud. 
","NEU
"
1468,"@garci @telecincoes puf no veas  pobre chaval y donde lo han metido con toda esa gente
","N
"
1469,"@david_bonilla Siempre estoy abierto a escuchar el otro lado  Conozco niños que hablan Inglés bien debido a esto
","P
"
1470,"@elzelu11 por la lucha y el aprendizaje obtenido, ¿te suena? ;), todavía no sé notas pero son lo de menos 
","P
"
1471,"@Yoli_ms jajajaja gracias  cuando esté entera como quiero haré una sesión de fotos 
","P
"
1472,"es super cuqui  le pongo el dedo delante, se sube y se queda quieta ahi 
","N
"
1473,"Técnicas Reunidas ya es una de las 10 mayores ingenierías internacionales!  No sabéis lo que nos alegra    https://t.co/zrNqvt58Nw
","NEU
"
1474,"Próximo destino ......Londres  ,no puedo estás más feliz ,ha currar al extranjero yupiiiii !!!
","P
"
1475,"Ayer no hice fotos  mi ritual de fotos borracho en fiestas de mostoles se ha roto 
","N
"
1476,"Cada vez que veo a los gemelos por la tele me entran ganas de meter mi brazos en ella y darles un abracito 
","P
"
1477,"Me encantaría saber que es lo que pasa en mis putos ovarios cuando me dan esos putos ataques tan fuertes 
","N
"
1478,"tío q yo me acuerdo que me hice una foto súper chachi saltando en la cama y no la encuentro 
","N
"
1479,"Creo que voy a ponerme talking to the moon de Bruno Mars porque estoy plof y esa cancion es tan triste que 
","N
"
1480,"@davidcasas1999 na, que son las fiestas de mi pueblo y me hallo a 1000km, en mi puta casa, con catarro y sin planes 
","N
"
1481,"Me ha picado un mosquito en el dedo gordo del pie y me pica y si me arrasco me hago cosquillas sabeis que sufrimiento estoy pasando?? 
","N
"
1482,"@Duxiet @AxyerI Cuidado con lo que deseas  ¿No te acuerdas de lo pesados que fuimos cuando sacamos la primera parte?
","P
"
1483,"Buscarse un curro mejor o no? El ambiente de trabajo en el actual es insuperable pero la vida solo tiene un destino 
","P
"
1484,"¿Os apetece un directo hablando del partido y un poco de la jornada en general? Si veo muchos likes en este tweet me animo 
","N
"
1485,"Mi gafe va en aumento, hice un all in a favor del Farsa por que el 17'4 que daban con la victoria del Alavés no me convencía 
","N
"
1486,"@mononomusica @mar_barbados OOOOoooooooooo que bonicos sois jodíos  un abrazo muy fuerte #siempreunabrazo
","P
"
1487,"@ArthasSama el problema es que en dónde estoy es de becario y a saber cuando me ofrecen un contrato, pero el ambiente es cojonudo 
","N
"
1488,"@frikymama es que son muy suyos, prefieren cobrar y luego ya si eso ofrecer un buen servicio, y sólo si eso... 
","P
"
1489,"@RamonPiolet Muchas gracias, ayer volví... 10 días geniales. I love Portugal 
","P
"
1490,"El sol echa el cierre a un día estupendo en  #VillardeOlalla #Cuenca Preparados para otra noche de fiesta  https://t.co/CLSO5yDIIS
","P
"
1491,"@Munttse @Zooropina @RaholaOficial jajajaja en serio, en mi opinión no es fea, es maja, si bien, hay más majas también, claro 
","N
"
1492,"Muchos días de sol, calor y numerosos incendios. En España hace mucha falta que llueva y parece que no queda mucho 
","N
"
1493,"tambien subiria las cronicas que escribo para la revista de los conciertos y las fotos de estos tambien 
","P
"
1494,"He alquilado un box por horas, con elevador, he ido con mi kit de embrague bajo el brazo, y he reparado el Samurai. Con estas manitas 
","N
"
1495,"Hoy hace una semana de la II Cadena Humana al Refugio Elorrieta, y hoy estrenamos el vídeo oficial!! Comparte  https://t.co/l1EGw4yP6h
","N
"
1496,"@javaloyesv hemos llega unos minutos tarde. No hemos visto @tarracvs2017.  Tu como siempre en zona VIP.  y bien acompañado.
","P
"
1497,"@kikowich es que apuntas lo que digo. Es cierto antes de empezar la liga dije que Llorente ""había elegido"" muy bien 
","P
"
1498,"@TimeLordEsteve Yo además vengo de una mañana de natación y una comida que me ha dejado en una modorra importante. Y tengo que repasar 
","N
"
1499,"@Iberia Entiendo  ¿Puedo confiar en que pueda bajar en los próximos meses o mejor me compro ya los de otras semanas?
","P
"
1500,"@SraVegeta yaa, pero lo malo es que hay tanta gente que puff. Pero aún así joder que pagas un pastón por estar dos minutos  No da tiempo!
","N
"
1501,"Uno tiene que abrir burbuja #feliz sábado tuiteros..disfrutar del coctel maravilloso que sigue, la felicidad. 
","P
"
1502,"@MuscleBeyond Tengo 15 años y levanto 120,cómo máximo aguanto 90kg y entreno a 6 repeticiones con 100kg actualmente 
","P
"
1503,"@RamsesLopezFM jaja ya veremos... Que siempre es mejor poco de calidad que mucho... Espero coincidir con los que quiero... Abrazo crack! 
","P
"
1504,"@TeoDelRey @TENtv @RuPaul me parece uba cagada considerable el cambio al traducir el nombre del programa 
","P
"
1505,"Y todo lo que se haga para salvaguardar la cultura e identidad de cualquier lugar es valioso y necesario @ErcolaniPaolo67 @titodixebra 
","NEU
"
1506,"@EnriqueVuLagar @Dippoldism_ Con esto, termino la conversación con usted. Encantada de hablar con algún machito de vez en cuando. Chao. 
","N
"
1507,"@pedro_altuna La derecha europea es solo derecha. Pero como está subiendo, aquí le añaden ""extrema"", para q no se nos ocurra copiarla 
","N
"
1508,"Aii,y que se me pasa felicitar a @maragalindo92 y no puede ser!! Muchaass felicidades Mara,espero que hayas pasado un día muy bonito 
","P
"
1509,"Fin de directo! Gracias a todos los que habéis pasado por el streaming  un SALUDITO ahora me voy de compras y esta noche viciada máxima
","P
"
1510,"Vamos @arenas_club1909 !  Un esfuerzo esta segunda parte  y a ver si con la victoria @jonbolo21 os deja un rato en la feria de Albacete  
","NONE
"
1511,"Se echa de menos  #digital #art #life @ Escuela Superior de Arte y Tecnología (ESAT) https://t.co/4RZioBPQZC
","P
"
1512,"dios acabo de recoger mis libros pa segundo de bachillerato y el de historia de españa y el de geografía son jodidamente gordos 
","N
"
1513,"¿Sabeis que es lo que más me cuesta en esta vida? Dibujar sin apretar el puto lapiz como si mi vida dependiera de ello 
","N
"
1514,"@maiagotchi ay esa batalla me trajo por el camino de la amargura y me sentí tonta por comerme el donut de araña ese 
","P
"
1515,"Mi último trabajo por obra y gracia de @KikoPrada @JAVI_PRADA @TOSF_, un spot para el @panic_madrid #megapanic  https://t.co/Wl4MDKA93Q
","N
"
1516,"@VianaLoves pues lo siento, querida, no dispongo de ninguno de esos ingredientes, pero si te hace te invito a espaguettis 
","N
"
1517,"@EstadisticasNBA Me ha encantado tu análisis de mi querido Danilo  Enhorabuena y me alegro de no ser la única que opina lo mismo!
","N
"
1518,"No me gusta el maíz e iba a cenar mazorca, me dice mi madre que se ha puesto mala y que no me la coma. Y ME HE TENIDO QUE HACER UNA PIZZA 
","N
"
1519,".@ignacio_conejo @QuoromHS @MktNocturnos Genial, muchas gracias  Si te gusta, no olvides suscribirte. #MktCineMN #MarketerosNocturnos
","P
"
1520,"No puedo dejar pasar el día,sin felicitarnos a todos los integrantes de @MafiaAmaiada por este añito recién cumplido    #1AñoMafiaAmaiada
","N
"
1521,"@itspppaul es que solo conozco a una paula y va a mi clase  igual si me pasas foto tuya te recuerdo mira a ver
","NONE
"
1522,"Gracias por cierto, al que ha donado 10 euros ya al proyecto. Gracias por todo chavales, solo necesitamos 40 al mes para un server 
","P
"
1523,"El año pasado lloré cuando Shawn dijo que vendría y yo no pude ir y soy consciente de que este año tampoco va a poder ser, quiero llorar 
","N
"
1524,"@Waidelai por eso  vente a la nuestra, hemos tenido bronca y yo paso de gente así  hicimos una propia con barcos y putas
","N
"
1525,"El viernes empiezan las fiestas y el sábado por la tarde tengo la manifestación antitaurina  gafas de sol y solucionado creo yo
","N
"
1526,"@GordonIverman @lebonloup ¡muchas gracias! No mueras hombre, que ya vendrá el fresquito y no te lo querrás perder 
","N
"
1527,"Tengo muchas ganas de ver a Mario y lanzarme a él para abrazarle  quién iba a decir que echaría de menos que mi ex me tocara las narices
","P
"
1528,"@DabitxoPiston creo que en el caso de empresarios vs accidentes laborales mas que morbo es, simplemente, falta de empatía. Les da igual. 
","N
"
1529,"Y el daño moral que le hacemos a Amancio con nuestras críticas? Seguro que está triste y no duerme bien por las noches 
","N
"
1530,"@PaolaLoCascio retiro mi calificativo ofensivo hacia @AlbanoDante76 Su gesto de hoy me ha parecido valiente...  contamos con todos. 
","N
"
1531,". @TheDamasBlog, @SHN_IBIZA venden online.  Búscalos en instagram que tienen una cantidad de modelos increíbles. Todos únicos 
","N
"
1532,"Aunque he sufrido mucho con la muerte de Christopher joder  Igualmente, fantástico todo, el atrezo, los actores y la ambientación 😘💕😍👌
","N
"
1533,"Felicidades a mi bonita @lucia_halley  Espero verte muy pronto y que vengas de una vez a una quedada  Te amo magicamente bebe ♥
","P
"
1534,". @CervantesLib necesito el libro de @nachomanzano. Y también esa obra q os comento que no acabo de localizar. En breve, pasaré a veros 
","P
"
1535,"@Twitter No me marca a cuantos sig ni me deja seguir a nadie, espero que sea algo temporal y se arregle pronto 
","N
"
1536,"Parece que los IES de Cantabria nos reclaman  en breve más información... De momento, buen fin de semana y aprovechemos el rico soluco!!!
","P
"
1537,"@adrinavarro @jorx y faltaria conocer la config del ONT, que aunque no sea mas que un conversor de medio, algo lleva. No es facil esa 
","N
"
1538,"Gracias a @AutorPiloto por vuestra gran página y por lo mucho que ayudáis y apoyáis a los escritores y sus obras!   #novelas #web #viernes
","P
"
1539,"@NormaEdManga @NormaComicsBCN @omar_ayora_ Gracias por tomarlo en cuenta. La verdad que molaria si conseguis traerlo 
",
